time,air_temp,apparent_t,dewpt,rel_hum,delta_t,wind_dir_deg,wind_spd_kmh,gust_kmh,rain_trace,rain_ten,rain_hour,press,wet_bulb_temperature
1736508600,0.6394052044609667,0.5960591133004927,0.8597883597883599,0.89,0.05847953216374269,0.2638888888888889,0.16129032258064516,0.1827956989247312,0.036855036855036855,0.0,0.09859154929577464,0.49250535331905854,0.8156862745098039
1736512200,0.6356877323420075,0.6133004926108375,0.8677248677248677,0.92,0.040935672514619874,0.4638888888888889,0.11827956989247312,0.13978494623655913,0.036855036855036855,0.0,0.0,0.48608137044968047,0.8196078431372549
1736514000,0.6394052044609667,0.6231527093596059,0.8783068783068785,0.93,0.03508771929824562,0.49722222222222223,0.11827956989247312,0.13978494623655913,0.036855036855036855,0.0,0.0,0.4817987152034268,0.8313725490196078
1736515800,0.6356877323420075,0.6157635467980296,0.8730158730158731,0.93,0.03508771929824562,0.425,0.11827956989247312,0.13978494623655913,0.036855036855036855,0.0,0.0,0.4796573875803,0.8235294117647058
1736517600,0.6301115241635689,0.5714285714285715,0.8571428571428573,0.91,0.04678362573099415,0.2916666666666667,0.1827956989247312,0.6021505376344086,0.04176904176904177,0.06451612903225806,0.014084507042253523,0.4882226980728073,0.803921568627451
1736519400,0.617100371747212,0.5689655172413793,0.8439153439153441,0.92,0.03508771929824562,0.008333333333333333,0.13978494623655913,0.27956989247311825,0.14987714987714987,0.06451612903225806,0.323943661971831,0.47323340471092196,0.7843137254901961
1736521200,0.6152416356877324,0.5935960591133005,0.8412698412698414,0.92,0.03508771929824562,0.9388888888888889,0.07526881720430108,0.11827956989247312,0.16953316953316952,0.06451612903225806,0.36619718309859156,0.46252676659529024,0.780392156862745
1736523000,0.6115241635687734,0.6108374384236454,0.8386243386243387,0.93,0.03508771929824562,0.9416666666666667,0.021505376344086023,0.11827956989247312,0.1769041769041769,0.0,0.07746478873239437,0.4582441113490366,0.7764705882352941
1736524800,0.6003717472118959,0.5714285714285715,0.8280423280423281,0.94,0.02339181286549707,0.07777777777777778,0.06451612903225806,0.1827956989247312,0.25552825552825553,0.25806451612903225,0.24647887323943662,0.46252676659529024,0.7568627450980392
1736526600,0.5947955390334573,0.5788177339901478,0.8201058201058201,0.94,0.02339181286549707,0.6611111111111111,0.021505376344086023,0.06451612903225806,0.26044226044226043,0.06451612903225806,0.23943661971830987,0.4518201284796585,0.7450980392156863
